comment,GPT5,DeepSeek,AI_Agent,consensus
"Мое мнение, что квартал максимум ты протянешь. Сбросишь 30-35кг и потом вернешься до 120кг.",no,no,no,no
"Вероятно, чтоб отвлечь от надписей на снимке. А селфи автоматом отзеркаленные получаются",no,no,no,no
"я думаю это нормальный этап развития. Мы можем его не пережить, и тогда от нас как от цивилизации ничего не останется. А можем пережить и пойти дальше. Я сравниваю сегодняшнее время с началом средневековья в Европе. По моей аналогии мы сейчас где-то в 5-ом веке нашей эры, в последние годы жизни древнеримской цивилизации. Происходящие тогда события тоже казались современникам концом света. Цивилизация пала, чтобы стать компостом для следующей цивилизации. Но сначала были века отсталости и феодализма. Византия продлила свое существование на 1000 лет, чтобы точно так же развалиться. Мне видится, что это лишь подтверждает, что у всего есть свой конец, и надо уметь с этим мириться.",no,yes,no,disagreement
"Да знаю я. Уж коли уж на то пошло, этому ролику - года 4 есть точно.",no,no,no,no
"Я Курицына никогда не ебал, но в этот раз точно выебу! КУРИЦЫН - ГОМОСЕК ОТ НАРОДА! ШОК! КУРИЦЫН БЫЛ ИЗНАСИЛОВАН! ЗАДЕРЖАН ЛЫСЫЙ МУЖЧИНА...",yes,yes,yes,yes
"Теоретически наверное лопнуть может, но в шину точно не возится.",no,no,no,no
"Судьба, мир не позволит просто так мотоциклисту врезаться в тебя. Мир притягивает подобности к подобностям и скорей всего мотоциклист врежется в такого же нарушителя похуиста как и он сам или просто в о что-то если таковых не будет рядом...",yes,no,no,disagreement
"Моя мать пенсионерка уже 10 лет. Так что мимо, петушок сисянский.",no,no,no,no
"Совершенно нет, поскольку тут нет ничего касательно леволиберальной повестки. зачем вы записываете ебанутых истеричек-обиженок в леволибералы?",yes,yes,yes,yes
"Этот расеянин уплатит за всё. Проблема не выбить дерьма из макак, а получить прибыль. С абхазии никаких профитов, с сирии тоже, с драмнбаса тоже. Говна выбили и путин хуй забил посадив на гум иглу.",yes,yes,yes,yes
"Ты вот про сестру сказал, а я чёт почти на все сто был уверен, что он именно в Голландии живёт, хз как объяснить, чуйка чтоль... Видал я ролики про сестру, суды там и все такое. Был я на его канал подписан, а потом он мне стал мерзок. Ты обратил внимание на атрибуты наличия денег ? Почти в каждом ролике, то часы, то мы гардероб жены показываем с кол-вом сумок, то мы критикуем других блогеров за плохие зубы... Он плохой человек. А татарин, он мог, ахметычь злой на многих.",yes,no,no,disagreement
"90 не будет этим заниматься. Хохлов отрезают от базы знаний, блокировки, запрет физической литературы, издателй, всё это совмещено с запретом русского ирл, и это прекрасно. Ибо хохлам ничего взамен не предлагают, тк никто в салоине не занимается укромовным книгоизданием всерьез, а читать литературу на английском там могут в единицы.",yes,no,no,disagreement
"Както не заметна тенденция снижения курящих в Новосибирске, постоянно выхожу из НГТУ и прохожу мимо группы потенциальных больных раком лёгких, в перемешку с вейперами, и вот уже лет 5 эти стайки молодежи не уменьшаются в колличестве. Да и в супермаркетах каждый второй сливает 100 рублей на очередную пачку.",no,no,no,no
"У марго заслуг не больше. Такой же ноунейм с кучкой фанатов. Вот только разница в том, что пигдог может там на кого-то и залупается, но завсегдатаи Спермоградов Сипа Нестермана в ваши загоны не лезут, а вы сюда суетесь со своими иконами.",yes,yes,yes,yes
"Они занимаются явным черрипикингом. Пример: 1) показывают инфографику сравнения и превосходства российского вооружения над западными странами, но почему то не показывают такую же инфографику о продолжительности жизни, средней месячной зарплате, СПИДе?; 2)сегодня смотрел новости утром. Показывают новость: украинский военный флот давно стал темой шуток в сети и показывают видеоролик какого-то ютубера, в котором он смишняво про него шутит. Хорошо, про украинский флот и аэрофлот и правда шутят в сети, но почему вы тогда никогда не показывали, как шутят в сети про президента Пыню, или как в сети высмеивают его рост? Ну и третье: до трети новостей это всегда хохлы, а на политических ток-шоу вроде 60 минут хохлам отводиться 90 эфирного времени.",yes,yes,no,disagreement
"Ну, хомяки у него ядерно токсичные, хотя до сосача они, мб, и не добрались, на сосаче самая благодатная тема это все же праваки и какое-нибудь быдло по типу хача.",no,yes,no,disagreement
"А то книга шедевр. не люблю этого, но - не читал, но осуждаю.",no,no,no,no
", тега паук не хватает, для добавления поста в игнор людям с фобией пауков)",no,no,no,no
"Автор уверяет, что купил старик в 99м? Это первый человек, который его купил в России походу. Тогда он просто у всех был. А если не было, то можно было взять диск у того, у кого он был",yes,no,no,disagreement
"Челябинская область замечательный регион и я счастлив, что имел возможность вложить свой труд на благо нашего края. Сделано многое, но впереди новые цели и задачи. Мира и добра вам, дорогие земляки, процветания нашему опорному краю Державы!",no,no,no,no
"Мне кажется, что маленькая надпись СХС-54 на pxls.space не помешает. Что думаете?",no,no,no,no
"Блин, я так под прошлый конец света набрал кредитов, думал отдавать не надо будет, а эти рептилойды меня так подвели",no,no,no,no
"Все верно, но уровень гринда тут все равно несравним. У меня и питон, и конда, и каттер, и корветт, и куча еще чего, и притом проинженерено все до 4-5 уровня. Так вот на тот же питон легко зарабатывается имея хаулер- тип7 часа за 3-4 и даже каттер вет можно выкачать за пару дней - там дольше ранг на них качать нежели бабло. Самое геморное это сбор ресов для инженеров, но есть пару мест, где их можно фармить тоннами не отходя от кассы, так сказать.",no,no,no,no
"в жизни ведьмой называют, хоть какое-то разнообразие)",no,no,no,no
"Эх а в северодвинске, эра концертов завяла.",no,no,no,no
"Ну во первых от 30 к, по крайней мере на Украине так, а во вторых это сарказм, 300 к село, ахаха",no,no,no,no
"После маски,лицо жмет",no,no,no,no
"К этой байке прилагалась байка про глубочайший ожог на груди (от кулона) и пальце (от кольца), которыми Кюри потом щеголяла до конца жизни (недолгой). После этого её закопали в закрытом свинцовом гробу (это уже не байка) и наконец занялись изучением влияния радиации на живые организмы. Твой ход.",yes,no,no,disagreement
"Хоть и поздно, но традицию нарушать нельзя.",no,no,no,no
"Совершенно верно, для него!",no,no,no,no
"Ну чисто технически если ты сделаешь рентгеновскую установку способную генерировать рентген с энергией пару десятков МэВ, то он кое как но будет способен активировать вещество. Вот только такой рентген в медицине нахрен не нужен, да и учитывая низкую вероятность такой активации ты раньше превратишься в лужу биомассы раньше, чем станешь хоть сколь либо опасно радиоактивным. Но да, при некоторых условиях рентген способен активировать вещество.",no,no,no,no
"Не, на развязку виадука больше похоже.",no,no,no,no
"Так я не понял, кто для России лучше - парашенко, зеленый иди кто? По-моему открытый русофоб порох лучше, т.к. хоть деньги не будет клянчить под пиздежь о восстановлении дружбы.",yes,yes,yes,yes
"Сначала покраска 1 год в пяти фирмах, учился красить. 3 года красил мебельные фасады в своей говномалярке . Сейчас легче.",yes,yes,no,disagreement
"Эх, блин, засматриваюсь на турбокит, но у меня карбюр, не встанет. Нужно или двигатель менять, или инжектор колхозить. Да и за трансмиссию переживаю, сток порвёт быстро. Походу так и не поставлю (",no,no,no,no
"Подводные лодки будут не нужны, наши славные ракеты из любой точки нашей великой Родины достанут до всех супостатов. Скорее бы !!!",yes,no,no,disagreement
"а польза? Нафига подарок на 1 день, если можно сделать такой который будет регулярно использоваться. Это тоже самое что две таблетки в блистере размером с ладонь и толстой коробке, куда 5 таких влезет. Зачем красивая упаковка когда можно сделать полезную?",no,no,no,no
"В России, слава богу, дураков ещё лет на сто припасено.",no,no,no,no
"играться то че не так, судя по фото видео они не массивнее обычных vr шлемов. по десять часов конечно как за компом не посидишь, но час-два норм",no,no,no,no
"ну разве что в очень светлой градации серого. Но я тогда об этом не подумал. А принтеры, которые были мне тогда доступны, были монохромными. Хотя, признаться, начерталка мне давалась легко, ибо мать - проектировщик. Всё разъясняла и показывала :)",yes,no,no,disagreement
"Не нужно мешать всё вместе петушочек. Санкции против РФ были всегда и никогда не отменялись. Пиндосы накладывают свои санкции даже против союзников. Прямо сейчас наложили какие-то санкции на судей международного суда, которые расследовали преступления американских военных. Всякие пошлины существуют, хотя у нас вроде как свободный рыночек и ВТО. Лол, я тут прямо сейчас ещё вспомнил, что эти долбоёбы собираются судиться с нами в ВТО из-за пошлин, которые были ответом на их пошлины. Это не шизофрения? С сектантами невозможно договориться. Топить за этот скам в духе НИНУЖНА БЫЛА ОТСВЕЧИВАТЬ это максимальное уебанство для россиян и теорема эскобара для остальных.",yes,yes,yes,yes
"И хули?Эмотивист ты ссаный?Маргинал тоже говорил, что ему взрослого больше жалко чем зиготу,но это сраные эмоции.Этика рационализирует мораль и уберает противоречия,хуй ты мутный",yes,yes,yes,yes
"Смотри чтоб тебя не выебли, петушок)",yes,yes,no,disagreement
"дык, уже написал все. как раз был сезон путины на лососевых, мишки наедались к зиме",no,no,no,no
"Моча в анимаче решила окончательно убить реакшен. Тут и раньше были жалобы, на постоянные баны, удаление релейтеда, но то что происходит сейчас не идёт ни в какое сравнение. Тред сделали бесконечным, по сути - убили. Теперь это не более чем чатик, где что либо реактить не имеет ровно никакого смысла. Зачем, если пройдёт час-полтора и твой реакт на тысячу слов будет удалён вместе со всеми ответами? Да и те кто зайдёт в тред только вечером реакта не увидят да, некоторые пролистывают тред в поисках реактов . Если моче так лень тереть пидрюху, слабоумных сиськодаунов, и прочих вниманиеблядей - пусть ставят другого, а не избавляются от треда.",yes,yes,no,disagreement
"Что-то появившееся на небе пугает туристов Кто рассказал Черноброву про это, дух горы, мертвецы дятловцы?",yes,no,no,disagreement
"Согласно концепци, это с ним лучается регулярно, а первый раз даже описан в автобиографии: Из автобиографии: гопак у самотн стi Когда меня отчислили из института, и не дали , защитить диплом, это была трагедия. Родители нашли меня в тени акаций и настурций всего в слезах и страдающего диареей. Именно тогда я не только впервые сформулировал, но и применил на практике, концепцию самообсираемых кальсон.",no,no,no,no
"Раз уж среди нас серьёзный аналитик, задам давно мучающий вопрос - скока будет трижды семь?",no,no,no,no
"Да, ведь человек не может делать выводы о происходящем, если лично не был на месте события. А, хотя нет - может. Если у него есть мозг, конечно.",yes,no,no,disagreement
"Не просто портить жизнь , тот малолетний уебан уже отправил тдну девочку в больницу после того как ударил её.",yes,no,yes,disagreement
"... буксую на месте ... Не ждать же, пока совсем закопается.",no,no,no,no
"так и машин от силы 5, зачем вам еще более широкие дороги? А затем что там почта и я туда вожу по 5-6 посылок по 30 кило каждая. И чтобы их разгружать мне нужна стоянка возле городского Главпочтампта. Но советская свинособака, которая проектировала это место, решила что там должен быть тротуар шириной с Арбат.",yes,no,no,disagreement
"из МО в Москву уже проблемы Смотря куда. Если прям в деревню какую нибудь, то да, проблема, а так, большинство подмосковных городов достаточно удобно связаны, как автобусным сообщением, так и электричками.",no,no,no,no
"это потому, что мы в ней просрали. Если просрали - значит это плохая война и ее мы не хотим повторить . Все остальные - хотим, потому и оправдываем. у имперца всё очень просто.",no,no,no,no
"Так вы же сами взяли тех депутатов, которые приняли закон Яровой и повышение НДС.",no,no,no,no
"Это не принципиально. Режим по умолчанию сделан для того, чтобы на этапе завершения поездки сразу стояли выбранные чаевые (хотя при желании, можно отменить). Но это будут всё те же 0, 5, 10 и 15 Но никак не 50, как на картинке выше.",no,yes,no,disagreement
"Во флеш-анимации чтоль? Потому что если нет - как минимум странно, для такой анимации только флеш нормально канает",no,no,no,no
"Красножопый, твой выбор это легизм, отъебись от нашего даосизма, пидар",yes,yes,yes,yes
"Я вас обожаю. Действительно, где? Gifx",no,no,no,no
"В Москве. В целом, могу сказать, что 90-е запомнились, в первую очередь, духом настоящей свободы, которая к 2010-м скатилась в тоталитарный оккупационный фашизм. А стрелок и смотрящих и сейчас хватает, почитайте вон росбалт например.",no,no,no,no
"Никакой морали в этом плане у меня нет, просто подозреваю, что охота ради развлечения тешит мужское ЧСВ.",no,yes,no,disagreement
"Даже если женюсь, останусь категорическим противником межвидовых сношений и не уговаривайте!",no,no,no,no
"В принципе отличная озвучка, не дождался и глянул. Отличный фильм, очень зашёл.",no,no,no,no
"Человек написал, что у него хронический тонзиллит. Я свой таким образом вылечила. Почему не попробовать? Вреда точно не будет, лекарство натуральное. Извлечение из листьев эвкалипта.",yes,no,no,disagreement
"именно так. смотрю на тебя, стаса, вестника дури и считаю ебланами. Твоё дело. Это вполне логичная реакция буржуя на тот факт, что его собрались раскулачивать. мотрю на всех царей(!) ссср и считаю ебланами, в том числе их ебланскую жадность, жестокость и жажду власти. А вот тут ты запизделся. СССР сделал из России сверхгосударство в сильнейшим образованием, мощнейшей экономикой, огромной военной мощью и кучей инновационных технологий. Можно сколько угодно рассуждать про мораль и этику, но нельзя отрицать статистику. С ней нельзя спорить. Что мы имеем? Продолжительность жизни - выросла в 2 раза. Образование - с 10 до 90 населения. Прирост населения - 40кк. Уровень жизни - растёт. Электрификация - всего государства. Нельзя спорить с цифрами. Посмотри на картинки. Это действительно итог работы тиранов и царе? Это итог работы душегубов и руссофобов? Или же что, статистику подменили и в РИ люди не были голодными, холодными, необразованными и без света? Может в РИ технологии какие изобретали, а? тебя ктото угнетает? Капиталисты. Все и сразу. Всё просто. сори, но ты просто тупой. все нынешние коммунисты просто ебаные страусы, если я засунул голову в песок и не вижу фактов - это значит, что их нет Каких фактов. Вот у меня на картинках статистические факты. Ты мне говоришь про голод и репрессии, а я говорю тебе что срок жизни человека вырос с 30 лет до 70, а население выросло с 170кк до 214кк. Где репрессии? Где голод? Почему они противоречат статистике? растрелянных не было Было. Но мало и по делу. А что? Нельзя расстреливать преступников? Почему? не понравился коммуняке - ты недочеловек, расстрелять. Не хочу тебя расстраивать, но коммунизм это диктатура пролетариата. То есть решение о расстреле принимает не один человек, а всё государство, просто подписывает его ответственный. А если ты не нравишься целому государству - чтож, сам виноват, наверняка творил хуйню. Я вот хуйню бы творить не стал и если надо, то изменился бы ради общественного блага. Поэтому бы меня не расстреляли, я же не преступник как те кого расстреляли в СССР. то, что дяди в интернете с псевдофактами сказали, что коммунисты были святыми Никто не говорит что они были святыми. Более того - на всех каналах что я посоветовал во многом критикуют СССР. Проблема в том, что критика СССР из вне, то есть не из стана левых сил, всегда сводится к мемам уровня Катыни и Голодомора, которые являются чистейшей ложью и клеветой на весь левый корпус. почитай про пакт молотова-рибентропа Было такое, да. Тут всё дело было в том, что в глазах коммуниста разницы между буржуем нацистом и буржуем империалистом - нет. Поэтому ожидания коммунистов были что вся грязь себя перехуярит и мы восстановим их государства под коммунистическим флагом. Го Хитлур был ебанутым и решил воевать со всем миром. захват польши Не существует такого факта как ЗАХВАТ в мире коммунизма. Коммунизм подразумевает интернационал и мировое государство. Нельзя захватить чужую территорию потому, что все территории принадлежат коммунизму. катынь Это мем и фейк. Поляки хуярили своих же в погоне за властью. массовое переселение целых народов внутри страны Что плохого в распределение производственных сил? Это банальная оптимизация. гулаг Что плохого в тюрьмах для преступников в отдалении? для тебя и твоих кумиров только одна проблема в нынешнем мире Наверно поэтому с каждым годом коммунистов всё больше и больше, а так же реальной оппозицией которая борется за права людей в России являются коммунисты, да? смешно то, что каждый из вас адептов коммунизма ерзает на капиталистическом кукане, приговаривая какие у меня охуенные идеи есть для этого кукана, вот бы он был красным . Компьютеры теперь капиталистическая идея, лол? Щта? Ты вообще там поехал чтоли? Еще раз - коммунизм это не сидеть в тёмном сыром подвале и жрать говяжий анус, коммунизм это прогресс и справедливость. Первые ЭВМ были изобретены в СССР. СССР сделал огромный вклад в развитие ЭВМ технологий и изобрёл гениальную троичную логику. СССР делал канкуляторы и телевизеры, делал радивы и телефоны. Ты совсем там ебобо? Речь коммуниста была про то что нехуй в игрушки играть, а пора использовать ЭВМ для работы, не более. ты в упор не видишь, хуле тебе объяснять Не вижу. Скинь шебмки.",yes,yes,yes,yes
"настолько посрать, что ты не представляешь - на сколько))",no,no,no,no
"Посмотрел Утомленных солнцем 2. И оказалось, что это хороший фильм, такая высокобюджетная артхаусятина, к которой могут быть претензии только потому, что спиздили-распилили и вообще ТАК НЕ БЫВАЕТ. Ну нахуй этих критиков. Обзоры длиннее фильмов, петросянство хуже рашкокомедий, ебанутая ненависть и доебки по мелочам.",yes,yes,yes,yes
"Конечно. В таком случае, очень рад за вашего оператора, что при должной подготовке он может работать на полную силу, не сдерживаясь и это обоим приносит удовольствие)",no,no,no,no
"У вас что, ночное большевистское обострение?",yes,no,no,disagreement
"это коммерческие компании, что такого в этих цифрах?",no,no,no,no
"В начале нулевых, выписывал журнал, что то типо наука и техника там была статья что ученые смогли вырастить зубы у мышей и собак. Типо укол в десны, подсаживают типо зародыша зуба, и вуаля, вырастает новый зуб. И вот типо через 5-10 лет стоматолог будет не нужен... ну собственно прошло почти 20 лет, я сижу в очереди на имплантацию зуба из металокерамики... так что херня все это...",no,yes,no,disagreement
"А можно было поступить как делают цивилизованные общества. Организовать нормальную полицию, чтобы был общественный порядок",yes,no,no,disagreement
"Пикабу, пикабу... Ни одной гифки с Ромеро...",no,no,no,no
"Вот эта дама - автор рецензии в биба-рафаэль, на которую маэстра ссылается в недавнем твите кста.",no,no,no,no
"Часто слышу, что вон в том в магазине в трипиздяйково есть пиво со сроком реализации 10 дней, типа оно точно гуд так это идиоты, что вы на них смотрите. Не знаю как так случилось, но в рф многие массово верят в ЖЫВОЕ пиво. Которое хранится 3 дня. Вот это заебись, вот это честное пиво! На деле конечно пивом эта ссанина не является. Эта брага, которая быстро киснет, и ее надо продать.",yes,yes,yes,yes
"Год как поменял все лампочки на гаусс, пока ни одна из строя не вышла. Про охлаждение не совсем понятно, вот у меня был включен свет около часа, они по прежнему выкручиваются руками, то есть нагрелись не сильно. Не похоже, чтобы это было им критично. У бабули лампы osram вкрутил больше двух лет назад, когда они ещё стоили не гуманно, просто она сама не может на стул встать поменять если перегорят - в общем, за два с лишним годом полёт нормальный, светят отменно, ни одна из строя не вышла. Перед гаусом были какие-то хрен пойми из метро лампочки, большинство не прожили и года. Пока остальные помрут не стал ждать, поменял все сразу везде.",no,yes,no,disagreement
"Всё правильно сказал. Меня и чатик не ебал до тех пор, пока я мог его проскроллить и найти содержательные посты. А теперь хуй.",yes,yes,yes,yes
"Хорошая попытка, но нет, не верю.",no,no,no,no
"Что такое дом рф и зачем к ним было обращаться непонятно, что в банке напрямую ипотеку не дают?",no,no,no,no
"вы серьезно считаете что черный рынок реально прикрыть? у нас цыгане в открытую торгуют какими-то сигаретами на россыпь и в пачках, ценами не интересовался",no,no,no,no
"Правильно говоришь. Это и есть система. Все должно быть. Но в меру. Мера определяется теми, кто занимается системой.",no,no,no,no
"Ну, на картинке Оскар Уайлд, а если это сопостваить с нашей беседой... :)",no,no,no,no
"А зачем мне десяток одинаковых провайдеров с конскими ценами, которые блокируют все сайты из списка РКН? Пусть будет государственный, разницы никакой.",yes,no,no,disagreement
"Совкодрочерства не замечаю, о котором тут активно все активно пишут. Достаточно посмотреть обзор на CoH2, чтобы понять на сколько он гнилой совкодебил",yes,no,no,disagreement
"До сих пор пересматриваю его видео. Орамбо кстати на своем канале пилит похожий контент, но качеством похуже, там же и Шуран не редко светится, храню хрупкую надежду что когда-то он вернется, такая годнота ведь.",no,no,no,no
"Сорян, я дура. Мои официальные извинения:",yes,no,yes,disagreement
"Двачну, эти разоблачения уровня вода оказывается мокрая!!!! , просто какой-то лютейший пиздец. Вот блядь никто не догадывался, а наш правдоруб смог, надо написать жополизческий комент. Стасямба обычный жадный до денег пиздабол-задушевник, даже более лицемерный, чем те, кого он хейтит. Лишенный самоиронии закомплексованный кусок говна, даром, что совкодрочер лол.",yes,yes,yes,yes
"от вас не было ни одного комментария по поводу ребёнка. Как он мог не проснуться? Если ваша сестра живет в коммуналке, то почему не звала на помощь? Мне кажется, недопустить преступление гораздо важнее сна ребёнка.",yes,no,no,disagreement
"Не всё так однозначно. Даже если участок приобретен до брака, то строительство дома, подведение коммуникаций и другие модернизации на участке при совместной жизни, увеличивают его стоимость. Даже если дом снесли, узаконенный план строительства все равно увеличивает стоимость участка. И если увеличение стоимости произошло в период брака, то второй супруг при разводе имеет право на часть имущества.",no,no,no,no
"Не зря, вас, хохлов, свиньями кличут. Вы и есть грязные животные, не способные к любви, привязанности, благодарности. Очень радостно видеть, как ваше правительство лижет жопу ЕС, в итоге получая новые порции фекалий, пережёвывает их беззубым ртом, а потом говорит - ещё! У вас самые дешёвые шлюхи в ЕС, да их и столько, что каждому двачеру из Европы достанется.",yes,yes,yes,yes
"продлил И правильно сделал, шизиков надо на цепи держать",no,no,no,no
"Надеюсь в будущем таких экспертов начнут щемить за эти самые сексуальные провокации зрителей. Увы, не будут. Основная ЦА всей этой ютубовской околополитики - молодежь мужского пола, спермотоксикозники. Они кого угодно на пьедестал посадят, лишь бы была пизда. Мариговори, Самойлова, Гарсия...тренд только набирает обороты.",yes,yes,yes,yes
"восемьдесят километров в час Интересно, сколько оборотов в ней сделает этот самый один человек , если наедет на ямку на дороге? :)",no,no,no,no
"Забавный персонаж, но срач который он разводит своим раздутым ЧСВ мне не очень нравится. Классный преподаватель с хорошим и качественным примерным показателем. Мне нравится что он активный, что у него постоянно какие-то конкурсы (пусть там и разыгрывают за первое место какие-то жалкие 4 пачки струн от дадарио), постоянно какие-то стримы и так далее - т.е. видно что человек пиздец какой гиперактивный, но зачастую его гиперактивность очень сильно раздражает. Его высказывания в адрес звездил мирового уровня я поощряю ... но он не хочет раскрывать эту тему полнее, ибо если он её конкретно раскроет, то срача не будет, а он очень важен для него и его канала в целом как я понял. Мне очень понравилось, что он обосрал уёбищных блоггерков, которые даже риф из 4х квинт чисто сыграть не могут. Я был в неописуемом восторге, что мол - ВОТ ОНО! НАКОНЕЦ-ТО! . Но в остальном Фред бесит своим критическим мышлением. Многие красивые вещи для него - хуйня. Оно в принципе и понятно из его группового творчества, что чувак утратил чувство прекрасного и для него остался только жесткий, обрубленный гитарно-технический прогматизм. Складывается впечатление, что именно на этой почве у него он и развивается, т.е. он как чиновник с маленьким хуем, который пытается заглушить свои комплексы баблом, только Фред пытается сделать это с помощью гитарной техники. Нахуй драйв, нахуй душу так называемую - главное сыграть чисто и без помарочки. Ну сори ... мне кажется для адекватного слушателя - этого маловато. Sithu Aye,имхо, намного мелодичнее и интереснее играет, хотя в плане техники ниже скилом, но его почему то слушает в сотни раз больше людей, чем Фреда о О Phlini к примеру - такого же поля ягода. Чувак не так чисто играет, но очень ярко, мелодично и с настроением и его тоже почему-то больше людей слушают, чем Фреда о О Может быть дело как раз таки в драйве и душе О о Мне кажется Фред в этом плане заблуждается капитально, а его ЧСВ, раздутое преподаванием, мешает ему это принять и понять. В целом, если выбирать из разряда говна техничного и говна просто так, которое любит попиздеть, размахивая хорошими инструментами и которое нихуя не умеет играть на них же, то я выбиру первое.",yes,yes,yes,yes
"Если у человека были 480 тысяч долларов, то после дефолта они стоили намного больше. Уж баксы у нас в 90-х очень ценились. Как он их потерял? Украли что ли, развели, ограбили ?",no,no,no,no
"Что это значит, объясните черни",no,no,no,no
